id	name
8117	UNITS 1 - 2
8118	UNITS 11 TO 12
8119	VACANT PARTS
8120	VIEWLANDS
8121	WILLOW CROFT
8122	YEW TREE BARN
8123	145C
8124	15-18
8125	17-20
8126	193-195
8127	2/ANNEXE
8128	204-206
8129	224B
8130	22G
8131	232B
8132	25/GARAGE
8133	385A
8134	8/FLAT
8135	92D
8136	APARTMENT 135
8137	APARTMENT 217
8138	APARTMENT 708
8139	BOOKER CASH AND CARRY
8140	BROADWAY HOUSE
8141	BURNSIDE HOUSE
8142	C6
8143	CHARLTON HOUSE
8144	CHASE COTTAGE
8145	CHURCHILL HOUSE
8146	CORNERSTONE
8147	COSTCUTTER
8148	CRESTA
8149	D4
8150	DALEGARTH
8151	DEAN COTTAGE
8152	DRINKING FOUNTAIN
8153	EIRIANFA
8154	FIRST FLOOR FRONT OFFICE
8155	FIRST FLOOR UNIT 6
8156	FLAT 239
8157	FLAT 7 ROOM 4
8158	FLAT 7 ROOM 5
8159	FLAT A6
8160	FORMER FLAT 12
8161	G21
8162	GARAGE 112
8163	GORFFWYSFA
8164	GRANGE FARM HOUSE
8165	HIGHFIELD LODGE
8166	HOLIDAY UNIT 1
8167	HOLLY TREE FARM
8168	HOLLYBUSH
8169	KINGS HEAD
8170	LAND ADJACENT 33
8171	LAND ADJACENT 35
8172	LAND EAST OF 2
8173	LAND REAR OF 16
8174	LILY COTTAGE
8175	MERRIVALE
8176	MILLVIEW
8177	O2 TELECOMMUNICATIONS MAST
8178	OAKCROFT
8179	OFFICE FIRST FLOOR
8180	OPPOSITE
8181	ORCHARD CORNER
8182	PENLON
8183	PENTHOUSE 2
8184	RAMBLER COTTAGE
8185	ROCKLEA
8186	ROOM 1 FLAT 1
8187	ROOM G
8188	ROOM G1
8189	RYLANDS
8190	SALISBURY HOUSE
8191	SANS SOUCI
8192	SEPTIC TANK
8193	SHOWHOUSE
8194	SITE 10
8195	SOUTHWOLD
8196	SOVEREIGN HOUSE
8197	SPRINGVALE
8198	STALL 3
8199	STORE ADJACENT
8200	SUITE 201
8201	THE ENGINE HOUSE
8202	THE OAK
8203	THE OUTLOOK
8204	THE PANTILES
8205	THE STABLE BLOCK
8206	THIRD FLOOR PART
8207	THIRTEENTH FLOOR
8208	TY CORNEL
8209	UNIT 209
8210	UNIT G8
8211	WAGTAILS
8212	151C
8213	197-199
8214	198-200
8215	2/FLAT 4
8216	235B
8217	240B
8218	379A
8219	384A
8220	392A
8221	412A
8222	414A
8223	63/FORMER
8224	71-75
8225	ADDITIONAL DWELLING
8226	ALDERLEY
8227	APARTMENT 1004
8228	APARTMENT 315
8229	AT LAST
8230	B11
8231	BASEMENT TO FOURTH FLOOR
8232	BEACH HUT
8233	BEACH HUT 4
8234	BEECHGROVE
8235	BETHEL CHAPEL
8236	DEVON HOUSE
8237	EASTFIELD HOUSE
8238	EDGEFIELD
8239	FIELDINGS
8240	FLAT 712
8241	FLAT 8 ROOM 5
8242	FLAT 8D
8243	FLAT C4
8244	FLAT FIRST AND SECOND FLOORS A
8245	FORMER POST OFFICE
8246	FORMER ROOM 1
8247	FORMER ROOM 2
8248	GARAGE 97
8249	GARAGE NO 27
8250	GROUND FLOOR FLAT RIGHT
8251	HALL FARM HOUSE
8252	HAMPTON HOUSE
8253	HAZEL HOUSE
8254	HIGHBANKS
8255	KINGS ARMS
8256	LAND AND BUILDING ON THE SOUTH SIDE OF
8257	LAND AT 4
8258	LARKSPUR
8259	LLWYNON
8260	LONDIS
8261	LONG REACH
8262	NORTHFIELD FARM
8263	OFFICE 26
8264	PENDRE
8265	PENTHOUSE 1
8266	PITCH 4
8267	PLOT 353
8268	RHIWLAS
8269	ROOM 62
8270	RUTLAND HOUSE
8271	SANDPIPER
8272	SOUTHERNWOOD
8273	ST HELENS CHURCH
8274	ST PETER'S CHURCH
8275	SUITE 2 GROUND FLOOR
8276	SUNNY BRAE
8277	TELECOMS MAST
8278	THE HAYBARN
8279	THE SCOUT HUT
8280	THE SWAN
8281	THREE TREES
8282	TREGARTH
8283	TROEDYRHIW
8284	UNIT 1 - 2
8285	UNIT 120
8286	UNIT 77
8287	WOODCOT
8288	1/COTTAGE
8289	1/FLAT 4
8290	153C
8291	233B
8292	28-34
8293	390A
8294	395A
8295	398A
8296	42F
8297	62-66
8298	63-64
8299	65/FORMER
8300	7/ROOM
8301	79-80
8302	ADJ
8303	ALBERT HOUSE
8304	ATTIC FLOOR
8305	BARN C
8306	BLOCK 8
8307	BON ACCORD
8308	BRACKENHURST
8309	BRAMBLE BARN
8310	CAR SPACE 41
8311	CHAPEL TERRACE
8312	CHAUFFEURS COTTAGE
8313	CORONATION COTTAGE
8314	COURTYARD HOUSE
8315	DOUGLAS HOUSE
8316	FASGADH
8317	FIRST FLOOR ROOMS
8318	FLAT 1/0
8319	FLAT 1ST FLOOR RIGHT
8320	FLAT 20A
8321	FOXHILL
8322	GARAGE 105
8323	GARAGE NO 28
8324	GILFACH
8325	GROUND FLOOR FLAT 4
8326	HAY BARN
8327	HIGHER FARM
8328	HILL FARM COTTAGES
8329	HOLE FARM
8330	HONEYSUCKLE
8331	HONEYWOOD
8332	HUNTERS COTTAGE
8333	LAND ADJACENT 34
8334	LAND AND BUILDING ON THE WEST SIDE OF
8335	LAND FOR ERECTION OF POWER LINES
8336	LAND REAR OF 15
8337	LAND WEST OF 2
8338	LANTERNS
8339	LINDENS
8340	LOCHSIDE
8341	LOCK UP 29
8342	LULWORTH
8343	LYNGARTH
8344	MALVERN VIEW
8345	NEW FARM HOUSE
8346	NORTHFIELDS
8347	OAKLAND HOUSE
8348	OFFICES ABOVE
8349	PADDOCKS
8350	PLOT 354
8351	QUAY HOUSE
8352	RECTORY COTTAGES
8353	ROOM 2 FLAT 1
8354	SCRAPYARD
8355	SELF CATERING HOLIDAY UNIT
8356	SITE OF 26
8357	SITE OF 31
8358	SOMERVILLE
8359	STALL 4
8360	STONEFIELD
8361	STOREY 3/1
8362	SUFFOLK HOUSE
8363	SUITE 108
8364	THE NEW INN
8365	THE WILLOW
8366	THORNBURY
8367	UNIT 211
8368	UNIT A10
8369	UNIT H3
8370	UNIT U
8371	VACANT UNIT
8372	WATERWORKS COTTAGE
8373	WESTHAVEN
8374	WHOLE STREET
8375	WILLOW GARTH
8376	129C
8377	146C
8378	182-184
8379	2/4
8380	242B
8381	248B
8382	3/PLOT 3
8383	391A
8384	408A
8385	43-49
8386	61E
8387	64-65
8388	64/FORMER
8389	68/FORMER
8390	7/FLAT
8391	71-72
8392	76-80
8393	APARTMENT 136
8394	BAILIFFS COTTAGE
8395	BOWLING PAVILION
8396	BRICKYARD COTTAGES
8397	BRONWYDD
8398	BURWOOD
8399	CAFE AT
8400	CAR PARKING SPACE 17
8401	CAR SPACE 42
8402	CAR SPACE 43
8403	CHILTERN HOUSE
8404	CHURCH TERRACE
8405	CLARENDON HOUSE
8406	DEEPDENE
8407	DIAMOND COTTAGE
8408	DINGLEY DELL
8409	DRIVING TEST CENTRE
8410	DUTCH BARN
8411	FELLSIDE
8412	FIRST FLOOR UNIT
8413	FLAT 245
8414	FLAT 3/8
8415	FLAT 5 SECOND FLOOR
8416	FOREST FARM
8417	FORMER 86
8418	FORMER ROOM 3
8419	G033
8420	GARAGE 013
8421	GARAGE 111
8422	GARAGE 98
8423	GARAGE NO 29
8424	GARAGES ADJACENT 1
8425	GARREG WEN
8426	GLANAFON
8427	HILL COTTAGES
8428	HOLLY COURT
8429	HOME CLOSE
8430	KESTRELS
8431	LAND ADJACENT 37
8432	LAND ON THE NORTH AND SOUTH SIDES OF
8433	LAND REAR OF 14
8434	LAND REAR OF 25
8435	LYCH GATE
8436	MARSH VIEW
8437	MILEPOST
8438	MILL FARM COTTAGE
8439	MYRTLE COTTAGES
8440	NEWLANDS COTTAGE
8441	PADDOCK LODGE
8442	PARKING SPACE 12
8443	PENDENNIS
8444	PLOT 5A
8445	ROOM 123
8446	ROOM 221
8447	ROOM 222
8448	ROOM 3 FIRST FLOOR
8449	ROOM 64
8450	ROOM B1
8451	RUSSET HOUSE
8452	SCHOOL VIEW
8453	SOUTH VIEW FARM
8454	SOUTHGATE
8455	STORE 9
8456	SUITE 107
8457	SURE START
8458	TELECOMMUNICATIONS MAST 1
8459	THE BURROWS
8460	THE CIDER BARN
8461	THE GRAIN STORE
8462	THE ROCK
8463	THE TRIANGLE
8464	TREGENNA
8465	TYGWYN
8466	UNIT 23B
8467	UNIT 305
8468	UNIT 3G
8469	UNIT 5 GROUND FLOOR
8470	UNIT 7 TO 8
8471	UNIT 85
8472	UNIT F7
8473	UNIT S1
8474	WHITE HORSE COTTAGE
8475	103D
8476	1L
8477	2/CARAVAN
8478	203-205
8479	229B
8480	24G
8481	394A
8482	397A
8483	4/THE BUNGALOW
8484	400A
8485	405A
8486	418A
8487	45F
8488	47F
8489	49-53
8490	50-56
8491	59/FORMER
8492	65-66
8493	ABBEY COURT
8494	APARTMENT 414
8495	AQUARIUS
8496	ARGOS
8497	BEACH HUT 5
8498	BROOK VIEW
8499	BRYN COTTAGE
8500	BUNGALOW AT
8501	CAMBRIA
8502	CAPRI
8503	CHAPEL LODGE
8504	CHESTER HOUSE
8505	CLAREMONT HOUSE
8506	DOVECOTE COTTAGE
8507	EAST
8508	EDGEWOOD
8509	ELECTRICITY SUBSTATION ADJACENT 2
8510	ELM TREE HOUSE
8511	FIRST & SECOND FLOORS
8512	FLAT 246
8513	FLAT 3 THIRD FLOOR
8514	FLAT 7/4
8515	FLAT 9D
8516	FLAT A BASEMENT AND GROUND FLOORS
8517	FLAT AT REAR OF
8518	FLAT GROUND-3
8519	FORMER 4A
8520	FORMER 90
8521	FORMER 96
8522	G034
8523	G08
8524	GARAGE PLOT 14
8525	GARDEN FLAT 1
8526	GRAFTON HOUSE
8527	HILLCOTE
8528	HILLCREST HOUSE
8529	HOUSE EXCLUDING FLAT A
8530	ICE HOUSE
8531	INTERNATIONAL HOUSE
8532	KANTARA
8533	LAND ADJACENT 36
8534	LAURISTON
8535	LLOYDS BANK PLC
8536	LODGE COTTAGES
8537	MAISONETTE LOWER GROUND AND GROUND FLOOR
8538	MARKET HOUSE
8539	MEADOW COTTAGES
8540	MEDINA
8541	MILESTONES
8542	MOBILE
8543	NEAR
8544	NEWTON FARM
8545	PASTURE HOUSE
8546	PENBRYN
8547	PENTLANDS
8548	PINETREES
8549	PLASNEWYDD
8550	PLOT 355
8551	REDCOT
8552	ROOM 124
8553	ROOM 3 FLAT 1
8554	ROOM 312
8555	ROOM 4 FIRST FLOOR
8556	ROYAL HOTEL
8557	SAFEWAY STORES PLC
8558	SHILOH
8559	SITE TO NORTH OF
8560	STAFFORD HOUSE
8561	STEADING
8562	SUITE 202
8563	THE BROW
8564	THE OLD INN
8565	THE SHACK
8566	THE WHITE HORSE
8567	THE WOODYARD
8568	THIRD AND FOURTH FLOOR
8569	UNIT 2G
8570	UNIT 6 GROUND FLOOR
8571	UNIT 84
8572	UNIT D7
8573	WALDEN
8574	WAREHOUSE 2
8575	WHEELWRIGHT COTTAGE
8576	WHITEWAYS
8577	WORKSHOP AT REAR
8578	1-17
8579	139C
8580	15H
8581	2/THE STABLES
8582	24-30
8583	250B
8584	32-38
8585	396A
8586	55/FORMER
8587	5J
8588	6/FIRST FLOOR
8589	60E
8590	61-65
8591	7/UNIT
8592	90D
8593	98D
8594	A T S LTD
8595	AMBER HOUSE
8596	AMBERLEY HOUSE
8597	BEACH HUT 6
8598	BEACH HUT 7
8599	BECKSIDE COTTAGE
8600	BLOCK K
8601	BOW COTTAGE
8602	BRITISH LEGION CLUB
8603	BROOK BARN
8604	CAR PARK ADJACENT
8605	CARAVAN 24
8606	CHARTER HOUSE
8607	CLEVELAND HOUSE
8608	COMMUNAL HALL
8609	COOPERS COTTAGE
8610	CROSSLANDS
8611	F
8612	FIELDWAY
8613	FLAT 1 REAR OF
8614	FLAT 1005
8615	FLAT 14C
8616	FLAT 3 ROOM 6
8617	FLAT 4E
8618	FLAT 615
8619	FLAT 907
8620	FLATS 1 AND 2
8621	FORMER 94
8622	G22
8623	GARAGE 014
8624	GARAGE S
8625	GARAGE SITE 9
8626	GARAGE T
8627	GLANYRAFON
8628	GLENESK
8629	HEATHSIDE
8630	HIGHFIELDS FARM
8631	HOLIDAY LET 2
8632	HOLMEFIELD
8633	HOPE FARM
8634	HURST COTTAGE
8635	LAKEVIEW
8636	LAND REAR OF 21
8637	LAND TO THE REAR OF 24
8638	LANE END HOUSE
8639	LEA HOUSE
8640	LOCKUP NO 8
8641	MARTINDALE
8642	MERRYDOWN
8643	MILLBROOK HOUSE
8644	NURSES COTTAGE
8645	OLD BANK HOUSE
8646	OLD DAIRY
8647	PEGASUS
8648	REAR GROUND FLOOR FLAT
8649	REAR OF 10
8650	ROOM 1 FIRST FLOOR
8651	ROOM 402
8652	ROOM 63
8653	ROOM 65
8654	SANDHURST
8655	SITE 9
8656	SITE OF 28
8657	STALL 2
8658	STONE LEA
8659	STUDIO 13
8660	SUITE 203
8661	SUITE 204
8662	SUMMER HILL
8663	TA CENTRE
8664	THE BELL HOUSE
8665	THE HAY LOFT
8666	TRADEWINDS
8667	UNIT 7E
8668	UNIT 9 AND 10
8669	UNITS 1 - 3
8670	VACANT OFFICE
8671	VODAFONE COMMUNICATIONS MAST
8672	WATERLOO COTTAGE
8673	WHITE BUNGALOW
8674	WHOLE BUILDING
8675	1/THE GRANARY
8676	13-13A
8677	134C
8678	14-17
8679	141C
8680	15-15A
8681	18-18A
8682	189-191
8683	2/PLOT 2
8684	3/FIRST FLOOR FLAT
8685	3/THE COACH HOUSE
8686	39-45
8687	425A
8688	430A
8689	5/DEMOLISHED
8690	51F
8691	57-63
8692	60-61
8693	60/FORMER
8694	8/DEMOLISHED
8695	96D
8696	ADVERTISING RIGHT 2
8697	APARTMENT 1101
8698	APARTMENT 1102
8699	APARTMENT 218
8700	ASHTON
8701	AWELFA
8702	BAYTREE HOUSE
8703	BEACH HUT 1
8704	BEACH HUT 2
8705	BEDSIT 10
8706	BLOCK 9
8707	BOOTS
8708	BRACKEN LODGE
8709	BRAEVIEW
8710	BRIARS
8711	BUILDING 9
8712	BUILDING C
8713	CAR PARKING SPACE 19
8714	CAR PARKING SPACE 20
8715	CARETAKER'S FLAT
8716	CHESTNUT COURT
8717	CHURCH HOUSE FARM
8718	COMPOUND 2
8719	DERWEN DEG
8720	DOMUS
8721	EBENEZER CHAPEL
8722	ELECTRICAL SUBSTATION
8723	ELECTRICITY SUBSTATION ADJACENT 1
8724	FIELD OFF
8725	FIRST SECOND AND THIRD FLOOR
8726	FLAT ABOVE PUBLIC HOUSE
8727	FLAT FIRST FLOOR C
8728	FORMER 99
8729	GARAGE 99
8730	HIGH POINT
8731	HILL CROFT
8732	HILLBERRY
8733	HILLVIEW HOUSE
8734	HOLLY TREES
8735	JEWSON
8736	KINGSTON
8737	KNOLL HOUSE
8738	LAND ADJACENT TO 28
8739	LAND ADJOINING 13
8740	LAND ADJOINING 23
8741	LAND AT CORNER OF
8742	LAND TO NORTH WEST OF
8743	LOCK UP 30
8744	LOW HOUSE
8745	LOWER FARM HOUSE
8746	MAYFIELDS
8747	MERLIN HOUSE
8748	MIZPAH
8749	PARSONAGE HOUSE
8750	PART FIRST FLOOR AND SECOND FLOOR
8751	PLAS BACH
8752	PLOT 357
8753	PRIMROSE HILL
8754	ROCKFIELD
8755	ROOM 122
8756	ROSE BUNGALOW
8757	SEASONS
8758	SEVENTH DAY ADVENTIST CHURCH
8759	SHENSTONE
8760	SHOP AND PREMISES AT BASEMENT AND GROUND FLOOR
8761	SONAS
8762	SPRINGWELL
8763	ST KILDA
8764	STALL 1
8765	STOREY BASEMENT
8766	STUDIO 15
8767	SUITE 110
8768	SUITE H
8769	SUNRISE COTTAGE
8770	SWALLOWFIELD
8771	THE POTTING SHED
8772	THE WAGON HOUSE
8773	THE WICKETS
8774	UNIT 11D
8775	UNIT 208
8776	UNIT 79
8777	UNIT 89
8778	UNIT J2
8779	UNIT V
8780	UNITS 9 TO 11
8781	WOODLANDS VIEW
8782	YARD 3
8783	1/DEMOLISHED
8784	1/THE BARN
8785	19-19A
8786	2/THE LODGE
8787	215-217
8788	260B
8789	383A
8790	4/FIRST FLOOR FLAT
8791	432A
8792	434A
8793	49-55
8794	62/FORMER
8795	70-71
8796	8-11
8797	A10
8798	AMENITY SPACE ADJACENT 1
8799	APARTMENT 316
8800	APARTMENT 610
8801	APARTMENT 906
8802	BRAMBLE LODGE
8803	BRYN EGLWYS
8804	CAR PARK A
8805	CAR PARKING SPACE 18
8806	CAR SPACE 45
8807	CARAVAN 26
8808	CHESTNUT VIEW
8809	CLOCK COTTAGE
8810	CONCESSION
8811	CROWN HOTEL
8812	CURLEWS
8813	DAISY BANK
8814	DEAN HOUSE
8815	DOVECOTE BARN
8816	F5
8817	FLAT 0/6
8818	FLAT 10D
8819	FLAT 4 THIRD FLOOR
8820	FLAT B6
8821	FORMER FLAT D
8822	FORMER TELEPHONE EXCHANGE
8823	FORMER THIRD FLOOR
8824	FOUNTAIN HOUSE
8825	G035
8826	GARAGE SITE 10
8827	GARAGE U
8828	GEORGIAN HOUSE
8829	GLEBE FARM HOUSE
8830	GLENGARTH
8831	GREENHILL FARM
8832	HEATH LODGE
8833	HILLSBOROUGH
8834	ISCOED
8835	KEEPERS
8836	LAND REAR OF 18
8837	LAND TO THE REAR OF 21
8838	LLYS AWEL
8839	MEMORIAL
8840	NIGHTINGALE HOUSE
8841	NORTHLANDS
8842	NURSERY COTTAGES
8843	PADDLING POOL
8844	PARK TERRACE
8845	PHOTO BOOTH
8846	PLOT 366
8847	RANNOCH
8848	REAR OF 11
8849	REAR OF 15
8850	ROCK FARM
8851	ROOM 66
8852	ROOM B2
8853	SKATEBOARD PARK
8854	SORRENTO
8855	ST HELIER
8856	SUITE 29
8857	THE CHIMNEYS
8858	THE GARDENERS COTTAGE
8859	THE HUB
8860	THE OAK HOUSE
8861	THE OLD MANOR HOUSE
8862	THE OLD READING ROOM
8863	THE POPPIES
8864	THE UPLANDS
8865	THE WORKS
8866	UNIT 1-4
8867	UNITS 1A AND 1B
8868	WILLOW COTTAGES
8869	WILMAR
8870	WINGFIELD
8871	WOODHAVEN
8872	WRENS NEST
8873	1/ANNEXE
8874	105D
8875	133C
8876	137C
8877	14H
8878	17-17A
8879	185-187
8880	2-24
8881	2/DEMOLISHED
8882	200-202
8883	255B
8884	26/GARAGE
8885	36-42
8886	417A
8887	424A
8888	426A
8889	6/GROUND FLOOR
8890	7/FIRST FLOOR
8891	70/FORMER
8892	72-73
8893	ADVERTISEMENT
8894	ALBANY
8895	ALDER HOUSE
8896	APARTMENT 807
8897	BADGERS WOOD
8898	BANKFIELD
8899	BEACH HUT 3
8900	BEAULIEU
8901	BEDFORD HOUSE
8902	CAR SPACE 46
8903	CARAVAN 25
8904	CARRADALE
8905	CHALET 6
8906	COLWYN
8907	CUMBERLAND HOUSE
8908	DOWNSTAIRS FLAT
8909	EAST FLAT
8910	EASTHOLME
8911	FERNDOWN
8912	FLAT 1 GROUND FLOOR FRONT
8913	FLAT 2 REAR OF
8914	FLAT 248
8915	FLAT 261
8916	FLAT 262
8917	FLAT 328
8918	FLAT 424
8919	FLAT 520
8920	FLAT A7
8921	FLAT D3
8922	FLAT OVER SHOP
8923	FLAT SECOND FLOOR 2
8924	FORMER FLAT 13
8925	FORMER ROOM 5
8926	FORMER SHOP
8927	FORMER UNIT 11
8928	FORMER UPPER FLAT
8929	G036
8930	GARAGE 113
8931	GARAGE PLOT 15
8932	GLENISLA
8933	GREEN END
8934	GROUND FIRST AND SECOND FLOOR FLAT
8935	GROUND FLOOR AND FIRST FLOOR MAISONETTE
8936	GROUND FLOOR SUITE 1
8937	HARWOOD
8938	HIGH PINES
8939	HOLIDAY LET 1
8940	HOLMCROFT
8941	HOME FARM BUNGALOW
8942	JOB CENTRE
8943	KARINYA
8944	KILDONAN
8945	LONG ACRES
8946	LONGACRES
8947	LOWER GROUND FLOOR AND GROUND FLOOR FLAT
8948	MANOR HOUSE COTTAGE
8949	MELBURY
8950	MILTON
8951	MOBILE CATERING UNIT
8952	PINFOLD HOUSE
8953	PLOT 1 BARN CONVERSION
8954	PLOT 356
8955	PLOT 401
8956	PROPOSED FLAT D
8957	ROOM 401
8958	ROOM 67
8959	ROSE COTTAGE FARM
8960	ROSE MOUNT
8961	SHANGRILA
8962	SITE 11
8963	SITE OF 33
8964	ST ANNES CHURCH
8965	STORAGE SHED
8966	STUDIO A
8967	SUMMER PLACE
8968	SUNNYSIDE COTTAGES
8969	THE CART HOUSE
8970	THE COBBLES
8971	THE EXCHANGE
8972	THE FLATS
8973	THE SAWMILL
8974	THE VINEYARD
8975	THE WHEATSHEAF
8976	TOLL COTTAGE
8977	TUDOR ROSE
8978	TY COED
8979	UNIT 10D
8980	UNIT 1H
8981	UNIT 27A
8982	UNIT X
8983	W H SMITH
8984	WEIR
8985	WESSEX HOUSE
8986	WOODGATE
8987	1/THE WILLOWS
8988	102D
8989	150C
8990	211-213
8991	28/GARAGE
8992	4/GROUND FLOOR FLAT
8993	46F
8994	6/ROSE COTTAGE
8995	62-63
8996	64-68
8997	67/FORMER
8998	73/FORMER
8999	APARTMENT 1005
9000	APARTMENT 1103
9001	APARTMENT 513
9002	ASHLANDS
9003	ASHTREE HOUSE
9004	B AND Q
9005	BEACH HUT 8
9006	CAR SPACE 44
9007	CHURCHSIDE
9008	DAIRY COTTAGES
9009	DALRIADA
9010	DEVELOPMENT PLOT 4
9011	ELECTRICITY SUB STATION ADJACENT 2
9012	ENTERPRISE RENT A CAR
9013	FISHERMANS COTTAGE
9014	FLAT 1101
9015	FLAT 13C
9016	FLAT 2 ROOM 6
9017	FLAT 24A
9018	FLAT 2F
9019	FLAT 616
9020	FLAT G3
9021	FLAT G4
9022	FORMER 6A
9023	FORMER 97
9024	FORMER FLAT AT
9025	GARAGE NO 31
9026	GARDEN
9027	GLANABER
9028	GREEN LANE COTTAGE
9029	GREENHAVEN
9030	GREY COTTAGE
9031	GYM
9032	HARBOUR HOUSE
9033	HEATH VIEW
9034	JUNIPER
9035	LAND ADJACENT 38
9036	LAND ADJACENT TO 23
9037	LAND ADJOINING 24
9038	LLUEST
9039	LOCK-UPS
9040	MALTHOUSE FARM
9041	MARCH COTTAGE
9042	MARINA
9043	MASONIC LODGE
9044	MAYTREE COTTAGE
9045	METHODIST CHURCH HALL
9046	MILFORD
9047	MOONFLEET
9048	MOORSIDE FARM
9049	OAKLANDS HOUSE
9050	OAKLEIGH HOUSE
9051	OAKS FARM
9052	OFFICES FIRST FLOOR
9053	PART GROUND AND FIRST FLOORS
9054	PART GROUND FLOOR REAR
9055	PENDOWER
9056	PENTRE
9057	PITCH 5
9058	PLOT F
9059	PORTAKABIN
9060	RED LION HOTEL
9061	ROBINS
9062	ROOM 405
9063	ROOM 406
9064	ROOM B3
9065	ROSE BARN
9066	RUNNYMEDE
9067	SAFFRON HOUSE
9068	SITE HUT A
9069	ST JOSEPHS PRESBYTERY
9070	STONEWOLD
9071	SUITE 28
9072	SUNNYBANK COTTAGE
9073	SUNNYSIDE HOUSE
9074	SWN Y COED
9075	TALBOT HOUSE
9076	TEA ROOMS
9077	TENNIS CLUB
9078	THE COMMON
9079	THE FINCHES
9080	THE HIVE
9081	THE SMIDDY
9082	THIRD AND FOURTH FLOOR FLAT
9083	THIRD FLOOR FLAT 2
9084	THORNCROFT
9085	THORNTON
9086	THREE HORSESHOES
9087	TOPPS TILES
9088	TY CARREG
9089	UNIT 119
9090	UNIT G9
9091	UNIT W
9092	VINE COTTAGES
9093	WERN
9094	WESTOVER
9095	WHITEGATE
9096	Y BEUDY
9097	1-19
9098	135C
9099	15-25
9100	239B
9101	257B
9102	28-28A
9103	2L
9104	409A
9105	6/DEMOLISHED
9106	65-69
9107	66-67
9108	66E
9109	7/FLAT 1
9110	7/FLAT 2
9111	ALPHA HOUSE
9112	ANNANDALE
9113	APARTMENT 1201
9114	APARTMENT 142
9115	ASHMEAD
9116	ATM SITE 1
9117	B9
9118	BERRY COTTAGE
9119	BRAMBLETYE
9120	BROAD OAKS
9121	BROADMEAD
9122	BROOKFIELD COTTAGE
9123	BRUNSWICK HOUSE
9124	BRYN DERW
9125	BRYNSIRIOL
9126	CARAVAN 28
9127	CARAVAN 29
9128	CASTELL
9129	CHYNOWETH
9130	COMMUNAL FACILITIES
9131	COMPASS HOUSE
9132	DAIRY HOUSE FARM
9133	DEEPDALE
9134	EATON HOUSE
9135	ELECTRICITY SUB STATION ADJACENT 1
9136	EVERGREENS
9137	FIRST FLOOR UNIT 7
9138	FLAT 247
9139	FLAT 250
9140	FLAT 5 ROOM 6
9141	FLAT 6 ROOM 6
9142	FLAT 9/1
9143	FLAT B7
9144	FORMER 95
9145	FORMER METHODIST CHAPEL
9146	G037
9147	GARAGE 015
9148	GARAGE NO 2 SITE 1
9149	GARAGES AND FORECOURT
9150	GEMINI
9151	GLENROYD
9152	GRANNY ANNEX
9153	HILLFIELD
9154	KENT COTTAGE
9155	KNOLL COTTAGE
9156	LAND ADJACENT 39
9157	LAND ADJACENT 43
9158	LAND TO THE REAR OF 23
9159	LOCKUP NO 9
9160	LOWER
9161	MANOR CROFT
9162	MAST TELECOM
9163	MAYVILLE
9164	MEETING HALL
9165	MERLINS
9166	MILLWOOD
9167	MORLAIS
9168	PARADISE COTTAGE
9169	PETS AT HOME
9170	PINEWOOD HOUSE
9171	PITCH 6
9172	PLOT 358
9173	PLOT 359
9174	PLOT 361
9175	PLOT 367
9176	PLOT 410
9177	RICHMOND COURT
9178	RIVERSIDE WORKS
9179	ROCKLEIGH
9180	ROOM 3A
9181	ROOM G2
9182	ROOM G3
9183	SEVERN TRENT WATER AUTHORITY
9184	ST FRANCIS
9185	ST JOHNS COTTAGE
9186	ST PETERS HOUSE
9187	STALL 12
9188	STALL 5
9189	STATION HOTEL
9190	SUITE 30
9191	SUITE 3B
9192	SUNCROFT
9193	SUNNYHILL
9194	TANGLIN
9195	THE BELL INN
9196	THE CEMETERY
9197	THE TOWER HOUSE
9198	THE WHITEHOUSE
9199	THIRD FLOOR FLAT 1
9200	THIRD FLOOR FLAT 4
9201	TOP HOUSE
9202	TOWNSEND FARM
9203	UNIT 10 AND 11
9204	UNIT 306
9205	UNIT 6 FIRST FLOOR
9206	UNIT E6
9207	UNIT K3
9208	UNIT M1
9209	WELLS COURT
9210	YEOMANS
9211	140C
9212	147C
9213	2/THE GRANARY
9214	219-221
9215	262B
9216	27/GARAGE
9217	274B
9218	33-33A
9219	429A
9220	438A
9221	45-51
9222	5/FLAT 3
9223	5/THE BUNGALOW
9224	53F
9225	59E
9226	63E
9227	66-70
9228	67-68
9229	8/FIRST FLOOR
9230	AMENITY SPACE
9231	ASHFORD HOUSE
9232	BAY TREES
9233	BEACH HUT 9
9234	BLOCK L
9235	BROOKSIDE COTTAGES
9236	CAMBRIAN HOUSE
9237	CAR PARKING SPACE 21
9238	CAR PARKING SPACE 22
9239	CAR SPACE 48
9240	CHALFONT
9241	CHURCH CLOSE
9242	CHURCH MEWS
9243	CIDER HOUSE
9244	COMPOUND 1
9245	CONKERS
9246	CRICKET CLUB
9247	DALE FARM
9248	EAST END COTTAGE
9249	ELECTRICAL SUB STATION AT
9250	ELMSLEIGH
9251	EXCLUDING BASEMENT
9252	FLAT 15B
9253	FLAT 3F
9254	FLAT AT REAR
9255	FLAT G05
9256	FORMER 103
9257	FORMER POLICE STATION
9258	FOUR WAYS
9259	GABLE HOUSE
9260	GARAGE 1A
9261	GLADSTONE HOUSE
9262	GREENBANK COTTAGE
9263	GROUND AND FIRST FLOOR OFFICES
9264	HILLSIDE BUNGALOW
9265	HOLLINS FARM
